,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_name,artists names,popularity,error,ranking
944,0.531,0.752,1.0,-6.161,1.0,0.0305,0.0421,0.0,0.12,0.103,89.917,audio_features,3ZdJffjzJWFimSQyxgGIxN,spotify:track:3ZdJffjzJWFimSQyxgGIxN,https://api.spotify.com/v1/tracks/3ZdJffjzJWFimSQyxgGIxN,https://api.spotify.com/v1/audio-analysis/3ZdJffjzJWFimSQyxgGIxN,237800.0,4.0,Just A Dream,Nelly,74,,52
945,0.729,0.661,9.0,-6.691,0.0,0.0449,0.193,5e-05,0.0674,0.223,140.92,audio_features,5ryMR3slEKQXaGYGdZVSSw,spotify:track:5ryMR3slEKQXaGYGdZVSSw,https://api.spotify.com/v1/tracks/5ryMR3slEKQXaGYGdZVSSw,https://api.spotify.com/v1/audio-analysis/5ryMR3slEKQXaGYGdZVSSw,243413.0,4.0,Motivation,"Kelly Rowland, Lil Wayne",37,,53
946,0.785,0.806,9.0,-4.554,1.0,0.0376,0.0355,0.00961,0.0766,0.367,127.041,audio_features,74yEgTOgJIohfN1zh52AjN,spotify:track:74yEgTOgJIohfN1zh52AjN,https://api.spotify.com/v1/tracks/74yEgTOgJIohfN1zh52AjN,https://api.spotify.com/v1/audio-analysis/74yEgTOgJIohfN1zh52AjN,248093.0,4.0,Stereo Love,"Edward Maya, Vika Jigulina",0,,54
947,0.349,0.348,3.0,-6.142,1.0,0.0316,0.726,0.0,0.12,0.0886,74.541,audio_features,2p3ygTLthnqH1XmE8b7mtS,spotify:track:2p3ygTLthnqH1XmE8b7mtS,https://api.spotify.com/v1/tracks/2p3ygTLthnqH1XmE8b7mtS,https://api.spotify.com/v1/audio-analysis/2p3ygTLthnqH1XmE8b7mtS,246587.0,4.0,Jar of Hearts,Christina Perri,48,,55
948,0.516,0.794,3.0,-5.503,1.0,0.259,0.0454,0.0,0.157,0.582,125.352,audio_features,7CELQKrSCYpEi9OXWCBDek,spotify:track:7CELQKrSCYpEi9OXWCBDek,https://api.spotify.com/v1/tracks/7CELQKrSCYpEi9OXWCBDek,https://api.spotify.com/v1/audio-analysis/7CELQKrSCYpEi9OXWCBDek,227773.0,5.0,Roll Up,Wiz Khalifa,31,,56
949,0.707,0.861,7.0,-4.225,1.0,0.316,0.1,0.0,0.191,0.795,130.021,audio_features,0obBFrPYkSoBJbvHfUIhkv,spotify:track:0obBFrPYkSoBJbvHfUIhkv,https://api.spotify.com/v1/tracks/0obBFrPYkSoBJbvHfUIhkv,https://api.spotify.com/v1/audio-analysis/0obBFrPYkSoBJbvHfUIhkv,199480.0,4.0,Sexy And I Know It,LMFAO,63,,57
950,0.664,0.845,4.0,-6.115,0.0,0.0461,0.181,0.0,0.267,0.357,96.005,audio_features,45sDIKapDyxPl307QpEAwl,spotify:track:45sDIKapDyxPl307QpEAwl,https://api.spotify.com/v1/tracks/45sDIKapDyxPl307QpEAwl,https://api.spotify.com/v1/audio-analysis/45sDIKapDyxPl307QpEAwl,211253.0,4.0,Rocketeer,"Far East Movement, Ryan Tedder, Ruff Loaderz",69,,58
951,0.547,0.794,1.0,-3.28,1.0,0.0596,0.0632,4.88e-05,0.196,0.243,142.138,audio_features,7zbDSQelDmlaEhUDnLMViZ,spotify:track:7zbDSQelDmlaEhUDnLMViZ,https://api.spotify.com/v1/tracks/7zbDSQelDmlaEhUDnLMViZ,https://api.spotify.com/v1/audio-analysis/7zbDSQelDmlaEhUDnLMViZ,299600.0,4.0,All Of The Lights - Album Version (Edited),Kanye West,47,,59
952,0.648,0.722,0.0,-4.813,0.0,0.0427,0.0103,0.0,0.24,0.389,132.973,audio_features,5MtbCiKeHd86jvJm5B0P4q,spotify:track:5MtbCiKeHd86jvJm5B0P4q,https://api.spotify.com/v1/tracks/5MtbCiKeHd86jvJm5B0P4q,https://api.spotify.com/v1/audio-analysis/5MtbCiKeHd86jvJm5B0P4q,228827.0,4.0,Hold It Against Me,Britney Spears,0,,60
953,0.551,0.893,7.0,-2.628,1.0,0.0543,0.00166,0.0,0.348,0.794,125.083,audio_features,5UnX1hCXQzmUzw2dn3L9nY,spotify:track:5UnX1hCXQzmUzw2dn3L9nY,https://api.spotify.com/v1/tracks/5UnX1hCXQzmUzw2dn3L9nY,https://api.spotify.com/v1/audio-analysis/5UnX1hCXQzmUzw2dn3L9nY,219987.0,4.0,More - RedOne Jimmy Joker Remix,Usher,0,,61
954,0.571,0.932,6.0,-3.68,0.0,0.0576,0.00448,0.00939,0.117,0.864,150.014,audio_features,5zTzDqrEmseqL2G8ElgBu7,spotify:track:5zTzDqrEmseqL2G8ElgBu7,https://api.spotify.com/v1/tracks/5zTzDqrEmseqL2G8ElgBu7,https://api.spotify.com/v1/audio-analysis/5zTzDqrEmseqL2G8ElgBu7,220627.0,4.0,What the Hell,Avril Lavigne,0,,62
955,0.644,0.945,7.0,-3.534,1.0,0.0717,0.0587,0.0,0.184,0.573,91.017,audio_features,61HQWI1Woxup7CnGwVUsdI,spotify:track:61HQWI1Woxup7CnGwVUsdI,https://api.spotify.com/v1/tracks/61HQWI1Woxup7CnGwVUsdI,https://api.spotify.com/v1/audio-analysis/61HQWI1Woxup7CnGwVUsdI,219560.0,4.0,Written in the Stars (feat. Eric Turner),"Tinie Tempah, Eric Turner",55,,63
956,0.845,0.601,1.0,-5.283,1.0,0.161,0.0205,0.0,0.385,0.329,74.008,audio_features,2IpGdrWvIZipmaxo1YRxw5,spotify:track:2IpGdrWvIZipmaxo1YRxw5,https://api.spotify.com/v1/tracks/2IpGdrWvIZipmaxo1YRxw5,https://api.spotify.com/v1/audio-analysis/2IpGdrWvIZipmaxo1YRxw5,242013.0,4.0,Bottoms Up (feat. Nicki Minaj),"Trey Songz, Nicki Minaj",72,,64
957,0.663,0.861,7.0,-3.398,0.0,0.109,0.0338,0.0,0.082,0.654,119.963,audio_features,4356Typ82hUiFAynbLYbPn,spotify:track:4356Typ82hUiFAynbLYbPn,https://api.spotify.com/v1/tracks/4356Typ82hUiFAynbLYbPn,https://api.spotify.com/v1/audio-analysis/4356Typ82hUiFAynbLYbPn,220800.0,4.0,DJ Got Us Fallin' In Love (feat. Pitbull),"Usher, Pitbull",78,,65
958,0.396,0.629,9.0,-4.78,1.0,0.0287,0.0328,0.0,0.183,0.358,173.794,audio_features,09ZcYBGFX16X8GMDrvqQwt,spotify:track:09ZcYBGFX16X8GMDrvqQwt,https://api.spotify.com/v1/tracks/09ZcYBGFX16X8GMDrvqQwt,https://api.spotify.com/v1/audio-analysis/09ZcYBGFX16X8GMDrvqQwt,252853.0,4.0,For the First Time,The Script,62,,66
959,0.481,0.849,4.0,-5.131,1.0,0.0385,0.00167,1.49e-06,0.121,0.723,205.57,audio_features,0gY2iq0xJPRoIB1PScKSw4,spotify:track:0gY2iq0xJPRoIB1PScKSw4,https://api.spotify.com/v1/tracks/0gY2iq0xJPRoIB1PScKSw4,https://api.spotify.com/v1/audio-analysis/0gY2iq0xJPRoIB1PScKSw4,210720.0,4.0,Honey Bee,Blake Shelton,64,,67
960,0.445,0.627,11.0,-4.825,1.0,0.0318,0.105,0.0,0.0858,0.14,143.821,audio_features,2CAf7WlHg8SlMLHmt55pqs,spotify:track:2CAf7WlHg8SlMLHmt55pqs,https://api.spotify.com/v1/tracks/2CAf7WlHg8SlMLHmt55pqs,https://api.spotify.com/v1/audio-analysis/2CAf7WlHg8SlMLHmt55pqs,256440.0,4.0,Don't You Wanna Stay,"Jason Aldean, Kelly Clarkson",0,,68
961,0.734,0.766,1.0,-4.485,1.0,0.0383,0.025,0.00138,0.108,0.6,127.986,audio_features,3t4HeVfURZ5DuqMWz0Cmqg,spotify:track:3t4HeVfURZ5DuqMWz0Cmqg,https://api.spotify.com/v1/tracks/3t4HeVfURZ5DuqMWz0Cmqg,https://api.spotify.com/v1/audio-analysis/3t4HeVfURZ5DuqMWz0Cmqg,215227.0,4.0,We Found Love,"Rihanna, Calvin Harris",60,,69
962,0.666,0.87,11.0,-5.004,0.0,0.246,0.203,0.0,0.0851,0.9,160.014,audio_features,7JkSoesJ9odqqYuzXkwEGD,spotify:track:7JkSoesJ9odqqYuzXkwEGD,https://api.spotify.com/v1/tracks/7JkSoesJ9odqqYuzXkwEGD,https://api.spotify.com/v1/audio-analysis/7JkSoesJ9odqqYuzXkwEGD,243920.0,4.0,Pretty Girl Rock,Keri Hilson,39,,70
963,0.521,0.701,2.0,-5.238,1.0,0.0458,0.0892,0.0,0.0876,0.518,127.087,audio_features,6szOfaZn6H3rZXnUqgJ4R7,spotify:track:6szOfaZn6H3rZXnUqgJ4R7,https://api.spotify.com/v1/tracks/6szOfaZn6H3rZXnUqgJ4R7,https://api.spotify.com/v1/audio-analysis/6szOfaZn6H3rZXnUqgJ4R7,307360.0,4.0,You And I,Lady Gaga,47,,71
964,0.435,0.837,3.0,-8.126,1.0,0.449,0.00676,0.0,0.117,0.778,124.913,audio_features,4DvhkX2ic4zWkQeWMwQ2qf,spotify:track:4DvhkX2ic4zWkQeWMwQ2qf,https://api.spotify.com/v1/tracks/4DvhkX2ic4zWkQeWMwQ2qf,https://api.spotify.com/v1/audio-analysis/4DvhkX2ic4zWkQeWMwQ2qf,216893.0,4.0,Like A G6,"Far East Movement, The Cataracs, DEV",70,,72
965,0.608,0.614,2.0,-3.727,1.0,0.0285,0.227,3.82e-06,0.157,0.402,127.885,audio_features,7rGMKCgeYXpBecQ1FPb3oc,spotify:track:7rGMKCgeYXpBecQ1FPb3oc,https://api.spotify.com/v1/tracks/7rGMKCgeYXpBecQ1FPb3oc,https://api.spotify.com/v1/audio-analysis/7rGMKCgeYXpBecQ1FPb3oc,208133.0,4.0,Without You (feat. Usher),"David Guetta, Usher",54,,73
966,0.529,0.67,2.0,-4.663,1.0,0.0303,0.117,0.0,0.334,0.286,141.893,audio_features,3DrjZArsPsoqbLzUZZV1Id,spotify:track:3DrjZArsPsoqbLzUZZV1Id,https://api.spotify.com/v1/tracks/3DrjZArsPsoqbLzUZZV1Id,https://api.spotify.com/v1/audio-analysis/3DrjZArsPsoqbLzUZZV1Id,293027.0,4.0,Back To December,Taylor Swift,63,,74
967,0.719,0.798,10.0,-4.582,1.0,0.0361,0.0162,2.34e-06,0.134,0.591,120.011,audio_features,0RSvhappnRHZYXeEBgXHHz,spotify:track:0RSvhappnRHZYXeEBgXHHz,https://api.spotify.com/v1/tracks/0RSvhappnRHZYXeEBgXHHz,https://api.spotify.com/v1/audio-analysis/0RSvhappnRHZYXeEBgXHHz,227741.0,4.0,Teenage Dream,Katy Perry,22,,75
968,0.366,0.651,4.0,-3.842,1.0,0.031,0.000415,0.00526,0.271,0.257,151.343,audio_features,1nVLAEzhBXMJLR5zAl90Nl,spotify:track:1nVLAEzhBXMJLR5zAl90Nl,https://api.spotify.com/v1/tracks/1nVLAEzhBXMJLR5zAl90Nl,https://api.spotify.com/v1/audio-analysis/1nVLAEzhBXMJLR5zAl90Nl,200707.0,3.0,Crazy Girl,Eli Young Band,67,,76
969,0.576,0.912,9.0,-3.623,1.0,0.0403,0.0182,0.0,0.293,0.727,79.981,audio_features,46MDLc0Yip6xCMSsdePOAU,spotify:track:46MDLc0Yip6xCMSsdePOAU,https://api.spotify.com/v1/tracks/46MDLc0Yip6xCMSsdePOAU,https://api.spotify.com/v1/audio-analysis/46MDLc0Yip6xCMSsdePOAU,261747.0,4.0,Cheers (Drink To That),Rihanna,52,,77
970,0.682,0.927,4.0,-2.89,1.0,0.048,0.0836,0.0,0.152,0.745,101.016,audio_features,1VENmdw9mA1R8qGKTHwjqk,spotify:track:1VENmdw9mA1R8qGKTHwjqk,https://api.spotify.com/v1/tracks/1VENmdw9mA1R8qGKTHwjqk,https://api.spotify.com/v1/audio-analysis/1VENmdw9mA1R8qGKTHwjqk,195387.0,4.0,Who Says,Selena Gomez & The Scene,44,,78
971,0.6,0.808,4.0,-4.679,1.0,0.0403,0.208,0.0,0.196,0.809,172.016,audio_features,3ts6xK5GzfMAAriT9AIBmP,spotify:track:3ts6xK5GzfMAAriT9AIBmP,https://api.spotify.com/v1/tracks/3ts6xK5GzfMAAriT9AIBmP,https://api.spotify.com/v1/audio-analysis/3ts6xK5GzfMAAriT9AIBmP,167427.0,4.0,Barefoot Blue Jean Night,Jake Owen,71,,79
972,0.715,0.584,8.0,-8.231,1.0,0.0296,0.432,1.41e-06,0.095,0.61,90.987,audio_features,1yEwEiTpsaPhQi9lb5EVV4,spotify:track:1yEwEiTpsaPhQi9lb5EVV4,https://api.spotify.com/v1/tracks/1yEwEiTpsaPhQi9lb5EVV4,https://api.spotify.com/v1/audio-analysis/1yEwEiTpsaPhQi9lb5EVV4,203173.0,4.0,Knee Deep (feat. Jimmy Buffett),"Zac Brown Band, Jimmy Buffett",4,,80
973,0.645,0.904,2.0,-4.532,1.0,0.0462,0.0293,0.0,0.0834,0.671,105.97,audio_features,0yD66650JxhqKbW76C2qCo,spotify:track:0yD66650JxhqKbW76C2qCo,https://api.spotify.com/v1/tracks/0yD66650JxhqKbW76C2qCo,https://api.spotify.com/v1/audio-analysis/0yD66650JxhqKbW76C2qCo,225560.0,4.0,Country Girl (Shake It For Me),Luke Bryan,70,,81
974,0.485,0.726,5.0,-4.2,1.0,0.0327,0.0603,1.75e-05,0.225,0.288,140.781,audio_features,4ABua0yuWcpTotImEEJTaw,spotify:track:4ABua0yuWcpTotImEEJTaw,https://api.spotify.com/v1/tracks/4ABua0yuWcpTotImEEJTaw,https://api.spotify.com/v1/audio-analysis/4ABua0yuWcpTotImEEJTaw,271907.0,4.0,Remind Me (with Carrie Underwood),"Brad Paisley, Carrie Underwood",61,,82
975,0.761,0.845,8.0,-4.668,1.0,0.0848,0.0153,8.07e-06,0.347,0.384,124.983,audio_features,4VTErodIk9Z2rof8g4AqaK,spotify:track:4VTErodIk9Z2rof8g4AqaK,https://api.spotify.com/v1/tracks/4VTErodIk9Z2rof8g4AqaK,https://api.spotify.com/v1/audio-analysis/4VTErodIk9Z2rof8g4AqaK,219760.0,4.0,In The Dark,"DEV, Flo Rida",0,,83
976,0.591,0.924,7.0,-3.504,1.0,0.115,0.0724,0.0,0.602,0.8,125.067,audio_features,3qgZzdpfU8wXeUFV6Jxuzi,spotify:track:3qgZzdpfU8wXeUFV6Jxuzi,https://api.spotify.com/v1/tracks/3qgZzdpfU8wXeUFV6Jxuzi,https://api.spotify.com/v1/audio-analysis/3qgZzdpfU8wXeUFV6Jxuzi,224107.0,4.0,Backseat (feat. The Cataracs & Dev),"New Boyz, The Cataracs, Dev",21,,84
977,0.636,0.548,6.0,-7.178,0.0,0.089,0.37,0.000525,0.0918,0.422,152.05,audio_features,3pVYaDSQ4z0RIrxXQOzbR9,spotify:track:3pVYaDSQ4z0RIrxXQOzbR9,https://api.spotify.com/v1/tracks/3pVYaDSQ4z0RIrxXQOzbR9,https://api.spotify.com/v1/audio-analysis/3pVYaDSQ4z0RIrxXQOzbR9,236000.0,4.0,Headlines,Drake,25,,85
978,0.545,0.649,6.0,-4.062,1.0,0.0324,0.143,1.57e-05,0.0894,0.297,99.099,audio_features,5OrX4PR74Ttezdj5soO1BV,spotify:track:5OrX4PR74Ttezdj5soO1BV,https://api.spotify.com/v1/tracks/5OrX4PR74Ttezdj5soO1BV,https://api.spotify.com/v1/audio-analysis/5OrX4PR74Ttezdj5soO1BV,253747.0,4.0,Best Thing I Never Had,Beyoncé,42,,86
979,0.671,0.808,2.0,-4.861,0.0,0.0652,0.02,0.0,0.134,0.637,121.956,audio_features,1r3myKmjWoOqRip99CmSj1,spotify:track:1r3myKmjWoOqRip99CmSj1,https://api.spotify.com/v1/tracks/1r3myKmjWoOqRip99CmSj1,https://api.spotify.com/v1/audio-analysis/1r3myKmjWoOqRip99CmSj1,206080.0,4.0,Don't Wanna Go Home,Jason Derulo,65,,87
980,0.664,0.872,3.0,-3.117,1.0,0.0396,0.0306,0.0,0.228,0.555,129.873,audio_features,3djPwpsQAnp8B8gC81e7fk,spotify:track:3djPwpsQAnp8B8gC81e7fk,https://api.spotify.com/v1/tracks/3djPwpsQAnp8B8gC81e7fk,https://api.spotify.com/v1/audio-analysis/3djPwpsQAnp8B8gC81e7fk,210093.0,4.0,Where Them Girls At (feat. Nicki Minaj & Flo Rida),"David Guetta, Flo Rida, Nicki Minaj",51,,88
981,0.631,0.702,2.0,-6.569,1.0,0.135,0.0421,0.0,0.1,0.573,91.038,audio_features,7q7YfXDqbqteY6BZFZr577,spotify:track:7q7YfXDqbqteY6BZFZr577,https://api.spotify.com/v1/tracks/7q7YfXDqbqteY6BZFZr577,https://api.spotify.com/v1/audio-analysis/7q7YfXDqbqteY6BZFZr577,248107.0,4.0,She Ain't You,Chris Brown,0,,89
982,0.579,0.859,3.0,-3.933,1.0,0.0605,0.169,0.0,0.0917,0.915,169.942,audio_features,6AgeVPT9rhr5GxCLdKPFzj,spotify:track:6AgeVPT9rhr5GxCLdKPFzj,https://api.spotify.com/v1/tracks/6AgeVPT9rhr5GxCLdKPFzj,https://api.spotify.com/v1/audio-analysis/6AgeVPT9rhr5GxCLdKPFzj,209427.0,4.0,Take A Back Road,Rodney Atkins,0,,90
983,0.697,0.878,4.0,-3.928,0.0,0.0306,0.00236,0.119,0.129,0.644,120.018,audio_features,3wkKkFAtYSTRwqOydW6T0I,spotify:track:3wkKkFAtYSTRwqOydW6T0I,https://api.spotify.com/v1/tracks/3wkKkFAtYSTRwqOydW6T0I,https://api.spotify.com/v1/audio-analysis/3wkKkFAtYSTRwqOydW6T0I,196813.0,4.0,Please Don't Go,Mike Posner,34,,91
984,0.684,0.603,11.0,-8.127,0.0,0.0989,0.0275,0.000311,0.191,0.504,81.0,audio_features,0JXXNGljqupsJaZsgSbMZV,spotify:track:0JXXNGljqupsJaZsgSbMZV,https://api.spotify.com/v1/tracks/0JXXNGljqupsJaZsgSbMZV,https://api.spotify.com/v1/audio-analysis/0JXXNGljqupsJaZsgSbMZV,195373.0,4.0,Sure Thing,Miguel,77,,92
985,0.641,0.836,5.0,-3.952,1.0,0.196,0.0287,4.05e-06,0.152,0.694,174.968,audio_features,6ezyEFqZDgQUvxpaDv4jKO,spotify:track:6ezyEFqZDgQUvxpaDv4jKO,https://api.spotify.com/v1/tracks/6ezyEFqZDgQUvxpaDv4jKO,https://api.spotify.com/v1/audio-analysis/6ezyEFqZDgQUvxpaDv4jKO,222533.0,4.0,Price Tag,"Jessie J, B.o.B",24,,93
986,0.483,0.844,2.0,-5.043,1.0,0.0314,0.00481,7.29e-05,0.405,0.543,151.977,audio_features,0w9LJae3sVlZlH2CnxTInF,spotify:track:0w9LJae3sVlZlH2CnxTInF,https://api.spotify.com/v1/tracks/0w9LJae3sVlZlH2CnxTInF,https://api.spotify.com/v1/audio-analysis/0w9LJae3sVlZlH2CnxTInF,229533.0,4.0,God Gave Me You,Blake Shelton,65,,94
987,0.418,0.822,8.0,-5.06,1.0,0.0545,0.000123,0.0,0.266,0.108,98.936,audio_features,1WH1mGKDXbvV3EApLMOaXn,spotify:track:1WH1mGKDXbvV3EApLMOaXn,https://api.spotify.com/v1/tracks/1WH1mGKDXbvV3EApLMOaXn,https://api.spotify.com/v1/audio-analysis/1WH1mGKDXbvV3EApLMOaXn,305840.0,5.0,She Will,"Lil Wayne, Drake",34,,95
988,0.485,0.701,8.0,-3.807,1.0,0.0288,0.039,0.0,0.0977,0.613,151.948,audio_features,6xtXdS8ALTfK0g9hOG1PSX,spotify:track:6xtXdS8ALTfK0g9hOG1PSX,https://api.spotify.com/v1/tracks/6xtXdS8ALTfK0g9hOG1PSX,https://api.spotify.com/v1/audio-analysis/6xtXdS8ALTfK0g9hOG1PSX,184920.0,4.0,Are You Gonna Kiss Me Or Not,Thompson Square,0,,96
989,0.482,0.833,5.0,-5.611,1.0,0.0449,0.000346,0.0,0.365,0.74,148.039,audio_features,1fBl642IhJOE5U319Gy2Go,spotify:track:1fBl642IhJOE5U319Gy2Go,https://api.spotify.com/v1/tracks/1fBl642IhJOE5U319Gy2Go,https://api.spotify.com/v1/audio-analysis/1fBl642IhJOE5U319Gy2Go,212293.0,4.0,Animal,Neon Trees,71,,97
990,0.691,0.454,6.0,-9.13,1.0,0.0256,0.437,0.00227,0.0783,0.35,135.839,audio_features,1t2hJFgJyUPD2crOafMUEk,spotify:track:1t2hJFgJyUPD2crOafMUEk,https://api.spotify.com/v1/tracks/1t2hJFgJyUPD2crOafMUEk,https://api.spotify.com/v1/audio-analysis/1t2hJFgJyUPD2crOafMUEk,242840.0,4.0,You and Tequila,"Kenny Chesney, Grace Potter",62,,98
991,,,,,,,,,,,,,,,,,,,Colder Weather,Zac Brown Band,0,"{'status': 429, 'message': 'API rate limit exceeded'}",99
992,,,,,,,,,,,,,,,,,,,My Last - Album Version (Edited),"Big Sean, Chris Brown",25,"{'status': 429, 'message': 'API rate limit exceeded'}",100
993,0.755,0.832,2.0,-2.741,0.0,0.116,0.0746,1.27e-06,0.291,0.735,120.032,audio_features,4srpHYFHKjVGRDNHqRpWxi,spotify:track:4srpHYFHKjVGRDNHqRpWxi,https://api.spotify.com/v1/tracks/4srpHYFHKjVGRDNHqRpWxi,https://api.spotify.com/v1/audio-analysis/4srpHYFHKjVGRDNHqRpWxi,199693.0,4.0,TiK ToK,Kesha,0,,1
994,0.587,0.622,4.0,-5.535,1.0,0.0303,0.0927,0.000636,0.2,0.231,107.943,audio_features,11EX5yhxr9Ihl3IN1asrfK,spotify:track:11EX5yhxr9Ihl3IN1asrfK,https://api.spotify.com/v1/tracks/11EX5yhxr9Ihl3IN1asrfK,https://api.spotify.com/v1/audio-analysis/11EX5yhxr9Ihl3IN1asrfK,277573.0,4.0,Need You Now,Lady A,69,,2
995,0.675,0.885,1.0,-4.432,0.0,0.0436,0.217,0.0,0.086,0.768,97.03,audio_features,0KpfYajJVVGgQ32Dby7e9i,spotify:track:0KpfYajJVVGgQ32Dby7e9i,https://api.spotify.com/v1/tracks/0KpfYajJVVGgQ32Dby7e9i,https://api.spotify.com/v1/audio-analysis/0KpfYajJVVGgQ32Dby7e9i,216667.0,4.0,"Hey, Soul Sister",Train,3,,3
996,0.791,0.76,0.0,-3.785,1.0,0.0503,0.00455,0.0,0.127,0.444,125.04,audio_features,0uslfroVWg7qGWhdduwC0K,spotify:track:0uslfroVWg7qGWhdduwC0K,https://api.spotify.com/v1/tracks/0uslfroVWg7qGWhdduwC0K,https://api.spotify.com/v1/audio-analysis/0uslfroVWg7qGWhdduwC0K,236253.0,4.0,California Gurls - feat. Snoop Dogg,"Katy Perry, Snoop Dogg",0,,4
997,0.781,0.745,4.0,-5.81,0.0,0.0332,0.198,1.14e-05,0.36,0.326,129.998,audio_features,3r04p85xiJh9Wqk59YDYdc,spotify:track:3r04p85xiJh9Wqk59YDYdc,https://api.spotify.com/v1/tracks/3r04p85xiJh9Wqk59YDYdc,https://api.spotify.com/v1/audio-analysis/3r04p85xiJh9Wqk59YDYdc,269493.0,4.0,OMG,"Usher, will.i.am",0,,5
998,0.665,0.878,6.0,-4.745,0.0,0.206,0.00325,0.0,0.0663,0.394,93.047,audio_features,2bnDTGikdoO8CwzlAPyBHR,spotify:track:2bnDTGikdoO8CwzlAPyBHR,https://api.spotify.com/v1/tracks/2bnDTGikdoO8CwzlAPyBHR,https://api.spotify.com/v1/audio-analysis/2bnDTGikdoO8CwzlAPyBHR,319293.0,4.0,"Airplanes, Pt. II (feat. Eminem & Hayley Williams of Paramore)","B.o.B, Eminem, Hayley Williams",61,,6
999,0.749,0.925,10.0,-5.034,1.0,0.227,0.241,0.0,0.52,0.641,86.989,audio_features,15JINEqzVMv3SvJTAXAKED,spotify:track:15JINEqzVMv3SvJTAXAKED,https://api.spotify.com/v1/tracks/15JINEqzVMv3SvJTAXAKED,https://api.spotify.com/v1/audio-analysis/15JINEqzVMv3SvJTAXAKED,263373.0,4.0,Love The Way You Lie,"Eminem, Rihanna",82,,7
1000,0.693,0.919,0.0,-3.762,1.0,0.0404,0.00373,6.62e-05,0.113,0.716,118.982,audio_features,1WP9BnIr6SbcneveMTedPj,spotify:track:1WP9BnIr6SbcneveMTedPj,https://api.spotify.com/v1/tracks/1WP9BnIr6SbcneveMTedPj,https://api.spotify.com/v1/audio-analysis/1WP9BnIr6SbcneveMTedPj,294453.0,4.0,Bad Romance,Lady Gaga,0,,8
1001,0.754,0.804,4.0,-3.177,1.0,0.0853,0.00332,0.0,0.0329,0.818,119.968,audio_features,1DqdF42leyFIzqNDv9CjId,spotify:track:1DqdF42leyFIzqNDv9CjId,https://api.spotify.com/v1/tracks/1DqdF42leyFIzqNDv9CjId,https://api.spotify.com/v1/audio-analysis/1DqdF42leyFIzqNDv9CjId,203867.0,4.0,Dynamite,Taio Cruz,72,,9
1002,0.669,0.9,8.0,-4.676,1.0,0.0278,0.00157,0.0,0.077,0.627,122.038,audio_features,0WyrV2BjeXmQjlHHdfV9nJ,spotify:track:0WyrV2BjeXmQjlHHdfV9nJ,https://api.spotify.com/v1/tracks/0WyrV2BjeXmQjlHHdfV9nJ,https://api.spotify.com/v1/audio-analysis/0WyrV2BjeXmQjlHHdfV9nJ,186267.0,4.0,Break Your Heart,"Taio Cruz, Ludacris",30,,10
1003,0.688,0.853,10.0,-5.814,1.0,0.0493,0.386,0.0,0.0862,0.743,103.993,audio_features,5AkZntfhC6IBpNtWyWTWhk,spotify:track:5AkZntfhC6IBpNtWyWTWhk,https://api.spotify.com/v1/tracks/5AkZntfhC6IBpNtWyWTWhk,https://api.spotify.com/v1/audio-analysis/5AkZntfhC6IBpNtWyWTWhk,268320.0,4.0,Nothin' on You (feat. Bruno Mars),"B.o.B, Bruno Mars",65,,11
1004,0.665,0.885,10.0,-3.862,0.0,0.102,0.011,0.0,0.11,0.74,129.053,audio_features,4l2GX4zReMCjzMXZBaZHCc,spotify:track:4l2GX4zReMCjzMXZBaZHCc,https://api.spotify.com/v1/tracks/4l2GX4zReMCjzMXZBaZHCc,https://api.spotify.com/v1/audio-analysis/4l2GX4zReMCjzMXZBaZHCc,216133.0,4.0,I Like It,"Enrique Iglesias, Pitbull, Jason Nevins",0,,12
1005,0.733,0.664,8.0,-6.163,1.0,0.295,0.102,0.0,0.191,0.557,148.005,audio_features,1iiEQ7XN33cFEwAJm7w1Yv,spotify:track:1iiEQ7XN33cFEwAJm7w1Yv,https://api.spotify.com/v1/tracks/1iiEQ7XN33cFEwAJm7w1Yv,https://api.spotify.com/v1/audio-analysis/1iiEQ7XN33cFEwAJm7w1Yv,288133.0,4.0,BedRock,"Young Money, Lloyd",0,,13
1006,0.762,0.748,0.0,-4.15,0.0,0.033,0.0266,0.0,0.348,0.851,110.009,audio_features,6St9lR6dhV2tpCNVz7qfrS,spotify:track:6St9lR6dhV2tpCNVz7qfrS,https://api.spotify.com/v1/tracks/6St9lR6dhV2tpCNVz7qfrS,https://api.spotify.com/v1/audio-analysis/6St9lR6dhV2tpCNVz7qfrS,199027.0,4.0,In My Head,Jason Derulo,70,,14
1007,0.56,0.747,3.0,-4.471,0.0,0.171,0.117,0.0,0.0682,0.774,173.944,audio_features,6WTfLaLQsrVzLwYigoGv3W,spotify:track:6WTfLaLQsrVzLwYigoGv3W,https://api.spotify.com/v1/tracks/6WTfLaLQsrVzLwYigoGv3W,https://api.spotify.com/v1/audio-analysis/6WTfLaLQsrVzLwYigoGv3W,222987.0,4.0,Rude Boy,Rihanna,0,,15
